"variable","des","forecast_period","values","date","projection","meeting_month"
"2122","Change in real GDP","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2123","Change in real GDP","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2124","Change in real GDP","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2125","Change in real GDP","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2126","Change in real GDP","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2127","Change in real GDP","Range3",NA,NA,2017-12-13,20171213,"december"
"2128","September projection","Median1",2017-12-31,2.4,2017-12-13,20171213,"december"
"2129","September projection","Median1",2018-12-31,2.1,2017-12-13,20171213,"december"
"2130","September projection","Median1",2019-12-31,2,2017-12-13,20171213,"december"
"2131","September projection","Median1",2020-12-31,1.8,2017-12-13,20171213,"december"
"2132","September projection","Median1",NA,1.8,2017-12-13,20171213,"december"
"2133","September projection","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2134","September projection","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2135","September projection","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2136","September projection","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2137","September projection","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2138","September projection","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2139","September projection","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2140","September projection","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2141","September projection","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2142","September projection","Range3",NA,NA,2017-12-13,20171213,"december"
"2143","Unemployment rate","Median1",2017-12-31,4.1,2017-12-13,20171213,"december"
"2144","Unemployment rate","Median1",2018-12-31,3.9,2017-12-13,20171213,"december"
"2145","Unemployment rate","Median1",2019-12-31,3.9,2017-12-13,20171213,"december"
"2146","Unemployment rate","Median1",2020-12-31,4,2017-12-13,20171213,"december"
"2147","Unemployment rate","Median1",NA,4.6,2017-12-13,20171213,"december"
"2148","Unemployment rate","Central tendency2",2017-12-31,4.1,2017-12-13,20171213,"december"
"2149","Unemployment rate","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2150","Unemployment rate","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2151","Unemployment rate","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2152","Unemployment rate","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2153","Unemployment rate","Range3",2017-12-31,4.1,2017-12-13,20171213,"december"
"2154","Unemployment rate","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2155","Unemployment rate","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2156","Unemployment rate","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2157","Unemployment rate","Range3",NA,NA,2017-12-13,20171213,"december"
"2158","September projection","Median1",2017-12-31,4.3,2017-12-13,20171213,"december"
"2159","September projection","Median1",2018-12-31,4.1,2017-12-13,20171213,"december"
"2160","September projection","Median1",2019-12-31,4.1,2017-12-13,20171213,"december"
"2161","September projection","Median1",2020-12-31,4.2,2017-12-13,20171213,"december"
"2162","September projection","Median1",NA,4.6,2017-12-13,20171213,"december"
"2163","September projection","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2164","September projection","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2165","September projection","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2166","September projection","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2167","September projection","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2168","September projection","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2169","September projection","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2170","September projection","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2171","September projection","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2172","September projection","Range3",NA,NA,2017-12-13,20171213,"december"
"2173","PCE inflation","Median1",2017-12-31,1.7,2017-12-13,20171213,"december"
"2174","PCE inflation","Median1",2018-12-31,1.9,2017-12-13,20171213,"december"
"2175","PCE inflation","Median1",2019-12-31,2,2017-12-13,20171213,"december"
"2176","PCE inflation","Median1",2020-12-31,2,2017-12-13,20171213,"december"
"2177","PCE inflation","Median1",NA,2,2017-12-13,20171213,"december"
"2178","PCE inflation","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2179","PCE inflation","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2180","PCE inflation","Central tendency2",2019-12-31,2,2017-12-13,20171213,"december"
"2181","PCE inflation","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2182","PCE inflation","Central tendency2",NA,2,2017-12-13,20171213,"december"
"2183","PCE inflation","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2184","PCE inflation","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2185","PCE inflation","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2186","PCE inflation","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2187","PCE inflation","Range3",NA,2,2017-12-13,20171213,"december"
"2188","September projection","Median1",2017-12-31,1.6,2017-12-13,20171213,"december"
"2189","September projection","Median1",2018-12-31,1.9,2017-12-13,20171213,"december"
"2190","September projection","Median1",2019-12-31,2,2017-12-13,20171213,"december"
"2191","September projection","Median1",2020-12-31,2,2017-12-13,20171213,"december"
"2192","September projection","Median1",NA,2,2017-12-13,20171213,"december"
"2193","September projection","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2194","September projection","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2195","September projection","Central tendency2",2019-12-31,2,2017-12-13,20171213,"december"
"2196","September projection","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2197","September projection","Central tendency2",NA,2,2017-12-13,20171213,"december"
"2198","September projection","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2199","September projection","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2200","September projection","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2201","September projection","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2202","September projection","Range3",NA,2,2017-12-13,20171213,"december"
"2203","Core PCE inflation4","Median1",2017-12-31,1.5,2017-12-13,20171213,"december"
"2204","Core PCE inflation4","Median1",2018-12-31,1.9,2017-12-13,20171213,"december"
"2205","Core PCE inflation4","Median1",2019-12-31,2,2017-12-13,20171213,"december"
"2206","Core PCE inflation4","Median1",2020-12-31,2,2017-12-13,20171213,"december"
"2207","Core PCE inflation4","Median1",NA,NA,2017-12-13,20171213,"december"
"2208","Core PCE inflation4","Central tendency2",2017-12-31,1.5,2017-12-13,20171213,"december"
"2209","Core PCE inflation4","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2210","Core PCE inflation4","Central tendency2",2019-12-31,2,2017-12-13,20171213,"december"
"2211","Core PCE inflation4","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2212","Core PCE inflation4","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2213","Core PCE inflation4","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2214","Core PCE inflation4","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2215","Core PCE inflation4","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2216","Core PCE inflation4","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2217","Core PCE inflation4","Range3",NA,NA,2017-12-13,20171213,"december"
"2218","September projection","Median1",2017-12-31,1.5,2017-12-13,20171213,"december"
"2219","September projection","Median1",2018-12-31,1.9,2017-12-13,20171213,"december"
"2220","September projection","Median1",2019-12-31,2,2017-12-13,20171213,"december"
"2221","September projection","Median1",2020-12-31,2,2017-12-13,20171213,"december"
"2222","September projection","Median1",NA,NA,2017-12-13,20171213,"december"
"2223","September projection","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2224","September projection","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2225","September projection","Central tendency2",2019-12-31,2,2017-12-13,20171213,"december"
"2226","September projection","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2227","September projection","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2228","September projection","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2229","September projection","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2230","September projection","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2231","September projection","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2232","September projection","Range3",NA,NA,2017-12-13,20171213,"december"
"2233","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2017-12-13,20171213,"december"
"2234","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2017-12-13,20171213,"december"
"2235","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2017-12-13,20171213,"december"
"2236","Memo: Projected appropriate policy path","Median1",2020-12-31,NA,2017-12-13,20171213,"december"
"2237","Memo: Projected appropriate policy path","Median1",NA,NA,2017-12-13,20171213,"december"
"2238","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2239","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2240","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2241","Memo: Projected appropriate policy path","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2242","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2243","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2244","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2245","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2246","Memo: Projected appropriate policy path","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2247","Memo: Projected appropriate policy path","Range3",NA,NA,2017-12-13,20171213,"december"
"2248","Federal funds rate","Median1",2017-12-31,1.4,2017-12-13,20171213,"december"
"2249","Federal funds rate","Median1",2018-12-31,2.1,2017-12-13,20171213,"december"
"2250","Federal funds rate","Median1",2019-12-31,2.7,2017-12-13,20171213,"december"
"2251","Federal funds rate","Median1",2020-12-31,3.1,2017-12-13,20171213,"december"
"2252","Federal funds rate","Median1",NA,2.8,2017-12-13,20171213,"december"
"2253","Federal funds rate","Central tendency2",2017-12-31,1.4,2017-12-13,20171213,"december"
"2254","Federal funds rate","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2255","Federal funds rate","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2256","Federal funds rate","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2257","Federal funds rate","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2258","Federal funds rate","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2259","Federal funds rate","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2260","Federal funds rate","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2261","Federal funds rate","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2262","Federal funds rate","Range3",NA,NA,2017-12-13,20171213,"december"
"2263","September projection","Median1",2017-12-31,1.4,2017-12-13,20171213,"december"
"2264","September projection","Median1",2018-12-31,2.1,2017-12-13,20171213,"december"
"2265","September projection","Median1",2019-12-31,2.7,2017-12-13,20171213,"december"
"2266","September projection","Median1",2020-12-31,2.9,2017-12-13,20171213,"december"
"2267","September projection","Median1",NA,2.8,2017-12-13,20171213,"december"
"2268","September projection","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2269","September projection","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2270","September projection","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2271","September projection","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
"2272","September projection","Central tendency2",NA,NA,2017-12-13,20171213,"december"
"2273","September projection","Range3",2017-12-31,NA,2017-12-13,20171213,"december"
"2274","September projection","Range3",2018-12-31,NA,2017-12-13,20171213,"december"
"2275","September projection","Range3",2019-12-31,NA,2017-12-13,20171213,"december"
"2276","September projection","Range3",2020-12-31,NA,2017-12-13,20171213,"december"
"2277","September projection","Range3",NA,NA,2017-12-13,20171213,"december"
"2278","Change in real GDP","Median1",2016-12-31,2.2,2016-03-16,20160316,"mars"
"2279","Change in real GDP","Median1",2017-12-31,2.1,2016-03-16,20160316,"mars"
"2280","Change in real GDP","Median1",2018-12-31,2,2016-03-16,20160316,"mars"
"2281","Change in real GDP","Median1",NA,2,2016-03-16,20160316,"mars"
"2282","Change in real GDP","Central tendency2",2016-12-31,NA,2016-03-16,20160316,"mars"
"2283","Change in real GDP","Central tendency2",2017-12-31,NA,2016-03-16,20160316,"mars"
"2284","Change in real GDP","Central tendency2",2018-12-31,NA,2016-03-16,20160316,"mars"
"2285","Change in real GDP","Central tendency2",NA,NA,2016-03-16,20160316,"mars"
"2286","Change in real GDP","Range3",2016-12-31,NA,2016-03-16,20160316,"mars"
"2287","Change in real GDP","Range3",2017-12-31,NA,2016-03-16,20160316,"mars"
"2288","Change in real GDP","Range3",2018-12-31,NA,2016-03-16,20160316,"mars"
"2289","Change in real GDP","Range3",NA,NA,2016-03-16,20160316,"mars"
"2290","Change in real GDP","NA",NA,NA,2016-03-16,20160316,"mars"
"2291","Change in real GDP","NA",NA,NA,2016-03-16,20160316,"mars"
"2292","Change in real GDP","NA",NA,NA,2016-03-16,20160316,"mars"
"2293","December projection","Median1",2016-12-31,2.4,2016-03-16,20160316,"mars"
"2294","December projection","Median1",2017-12-31,2.2,2016-03-16,20160316,"mars"
"2295","December projection","Median1",2018-12-31,2,2016-03-16,20160316,"mars"
"2296","December projection","Median1",NA,2,2016-03-16,20160316,"mars"
"2297","December projection","Central tendency2",2016-12-31,NA,2016-03-16,20160316,"mars"
"2298","December projection","Central tendency2",2017-12-31,NA,2016-03-16,20160316,"mars"
"2299","December projection","Central tendency2",2018-12-31,NA,2016-03-16,20160316,"mars"
"2300","December projection","Central tendency2",NA,NA,2016-03-16,20160316,"mars"
"2301","December projection","Range3",2016-12-31,NA,2016-03-16,20160316,"mars"
"2302","December projection","Range3",2017-12-31,NA,2016-03-16,20160316,"mars"
"2303","December projection","Range3",2018-12-31,NA,2016-03-16,20160316,"mars"
"2304","December projection","Range3",NA,NA,2016-03-16,20160316,"mars"
"2305","December projection","NA",NA,NA,2016-03-16,20160316,"mars"
"2306","December projection","NA",NA,NA,2016-03-16,20160316,"mars"
"2307","December projection","NA",NA,NA,2016-03-16,20160316,"mars"
"2308","Unemployment rate","Median1",2016-12-31,4.7,2016-03-16,20160316,"mars"
"2309","Unemployment rate","Median1",2017-12-31,4.6,2016-03-16,20160316,"mars"
"2310","Unemployment rate","Median1",2018-12-31,4.5,2016-03-16,20160316,"mars"
"2311","Unemployment rate","Median1",NA,4.8,2016-03-16,20160316,"mars"
"2312","Unemployment rate","Central tendency2",2016-12-31,NA,2016-03-16,20160316,"mars"
"2313","Unemployment rate","Central tendency2",2017-12-31,NA,2016-03-16,20160316,"mars"
"2314","Unemployment rate","Central tendency2",2018-12-31,NA,2016-03-16,20160316,"mars"
