"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"1684","Unemployment rate","Range3",2018-12-31,"3.6 - 4.0",2017-12-13,20171213,"december","2017"
"1685","Unemployment rate","Range3",2019-12-31,"3.5 - 4.2",2017-12-13,20171213,"december","2017"
"1686","Unemployment rate","Range3",2020-12-31,"3.5 - 4.5",2017-12-13,20171213,"december","2017"
"1687","September projection","Median1",2017-12-31,"4.3",2017-12-13,20171213,"december","2017"
"1688","September projection","Median1",2018-12-31,"4.1",2017-12-13,20171213,"december","2017"
"1689","September projection","Median1",2019-12-31,"4.1",2017-12-13,20171213,"december","2017"
"1690","September projection","Median1",2020-12-31,"4.2",2017-12-13,20171213,"december","2017"
"1691","September projection","Centraltendency2",2017-12-31,"4.2 - 4.3",2017-12-13,20171213,"december","2017"
"1692","September projection","Centraltendency2",2018-12-31,"4.0 - 4.2",2017-12-13,20171213,"december","2017"
"1693","September projection","Centraltendency2",2019-12-31,"3.9 - 4.4",2017-12-13,20171213,"december","2017"
"1694","September projection","Centraltendency2",2020-12-31,"4.0 - 4.5",2017-12-13,20171213,"december","2017"
"1695","September projection","Range3",2017-12-31,"4.2 - 4.5",2017-12-13,20171213,"december","2017"
"1696","September projection","Range3",2018-12-31,"3.9 - 4.5",2017-12-13,20171213,"december","2017"
"1697","September projection","Range3",2019-12-31,"3.8 - 4.5",2017-12-13,20171213,"december","2017"
"1698","September projection","Range3",2020-12-31,"3.8 - 4.8",2017-12-13,20171213,"december","2017"
"1699","PCE inflation","Median1",2017-12-31,"1.7",2017-12-13,20171213,"december","2017"
"1700","PCE inflation","Median1",2018-12-31,"1.9",2017-12-13,20171213,"december","2017"
"1701","PCE inflation","Median1",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1702","PCE inflation","Median1",2020-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1703","PCE inflation","Centraltendency2",2017-12-31,"1.6 - 1.7",2017-12-13,20171213,"december","2017"
"1704","PCE inflation","Centraltendency2",2018-12-31,"1.7 - 1.9",2017-12-13,20171213,"december","2017"
"1705","PCE inflation","Centraltendency2",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1706","PCE inflation","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-12-13,20171213,"december","2017"
"1707","PCE inflation","Range3",2017-12-31,"1.5 - 1.7",2017-12-13,20171213,"december","2017"
"1708","PCE inflation","Range3",2018-12-31,"1.7 - 2.1",2017-12-13,20171213,"december","2017"
"1709","PCE inflation","Range3",2019-12-31,"1.8 - 2.3",2017-12-13,20171213,"december","2017"
"1710","PCE inflation","Range3",2020-12-31,"1.9 - 2.2",2017-12-13,20171213,"december","2017"
"1711","September projection","Median1",2017-12-31,"1.6",2017-12-13,20171213,"december","2017"
"1712","September projection","Median1",2018-12-31,"1.9",2017-12-13,20171213,"december","2017"
"1713","September projection","Median1",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1714","September projection","Median1",2020-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1715","September projection","Centraltendency2",2017-12-31,"1.5 - 1.6",2017-12-13,20171213,"december","2017"
"1716","September projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-12-13,20171213,"december","2017"
"1717","September projection","Centraltendency2",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1718","September projection","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-12-13,20171213,"december","2017"
"1719","September projection","Range3",2017-12-31,"1.5 - 1.7",2017-12-13,20171213,"december","2017"
"1720","September projection","Range3",2018-12-31,"1.7 - 2.0",2017-12-13,20171213,"december","2017"
"1721","September projection","Range3",2019-12-31,"1.8 - 2.2",2017-12-13,20171213,"december","2017"
"1722","September projection","Range3",2020-12-31,"1.9 - 2.2",2017-12-13,20171213,"december","2017"
"1723","Core PCE inflation4","Median1",2017-12-31,"1.5",2017-12-13,20171213,"december","2017"
"1724","Core PCE inflation4","Median1",2018-12-31,"1.9",2017-12-13,20171213,"december","2017"
"1725","Core PCE inflation4","Median1",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1726","Core PCE inflation4","Median1",2020-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1727","Core PCE inflation4","Centraltendency2",2017-12-31,"1.5",2017-12-13,20171213,"december","2017"
"1728","Core PCE inflation4","Centraltendency2",2018-12-31,"1.7 - 1.9",2017-12-13,20171213,"december","2017"
"1729","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1730","Core PCE inflation4","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-12-13,20171213,"december","2017"
"1731","Core PCE inflation4","Range3",2017-12-31,"1.4 - 1.5",2017-12-13,20171213,"december","2017"
"1732","Core PCE inflation4","Range3",2018-12-31,"1.7 - 2.0",2017-12-13,20171213,"december","2017"
"1733","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.3",2017-12-13,20171213,"december","2017"
"1734","Core PCE inflation4","Range3",2020-12-31,"1.9 - 2.3",2017-12-13,20171213,"december","2017"
"1735","September projection","Median1",2017-12-31,"1.5",2017-12-13,20171213,"december","2017"
"1736","September projection","Median1",2018-12-31,"1.9",2017-12-13,20171213,"december","2017"
"1737","September projection","Median1",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1738","September projection","Median1",2020-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1739","September projection","Centraltendency2",2017-12-31,"1.5 - 1.6",2017-12-13,20171213,"december","2017"
"1740","September projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-12-13,20171213,"december","2017"
"1741","September projection","Centraltendency2",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1742","September projection","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-12-13,20171213,"december","2017"
"1743","September projection","Range3",2017-12-31,"1.4 - 1.7",2017-12-13,20171213,"december","2017"
"1744","September projection","Range3",2018-12-31,"1.7 - 2.0",2017-12-13,20171213,"december","2017"
"1745","September projection","Range3",2019-12-31,"1.8 - 2.2",2017-12-13,20171213,"december","2017"
"1746","September projection","Range3",2020-12-31,"1.9 - 2.2",2017-12-13,20171213,"december","2017"
"1747","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1748","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1749","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1750","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1751","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1752","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1753","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1754","Memo: Projected appropriate policy path","Centraltendency2",2020-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1755","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1756","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1757","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1758","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2017-12-13,20171213,"december","2017"
"1759","Federal funds rate","Median1",2017-12-31,"1.4",2017-12-13,20171213,"december","2017"
"1760","Federal funds rate","Median1",2018-12-31,"2.1",2017-12-13,20171213,"december","2017"
"1761","Federal funds rate","Median1",2019-12-31,"2.7",2017-12-13,20171213,"december","2017"
"1762","Federal funds rate","Median1",2020-12-31,"3.1",2017-12-13,20171213,"december","2017"
"1763","Federal funds rate","Centraltendency2",2017-12-31,"1.4",2017-12-13,20171213,"december","2017"
"1764","Federal funds rate","Centraltendency2",2018-12-31,"1.9 - 2.4",2017-12-13,20171213,"december","2017"
"1765","Federal funds rate","Centraltendency2",2019-12-31,"2.4 - 3.1",2017-12-13,20171213,"december","2017"
"1766","Federal funds rate","Centraltendency2",2020-12-31,"2.6 - 3.1",2017-12-13,20171213,"december","2017"
"1767","Federal funds rate","Range3",2017-12-31,"1.1 - 1.4",2017-12-13,20171213,"december","2017"
"1768","Federal funds rate","Range3",2018-12-31,"1.1 - 2.6",2017-12-13,20171213,"december","2017"
"1769","Federal funds rate","Range3",2019-12-31,"1.4 - 3.6",2017-12-13,20171213,"december","2017"
"1770","Federal funds rate","Range3",2020-12-31,"1.4 - 4.1",2017-12-13,20171213,"december","2017"
"1771","September projection","Median1",2017-12-31,"1.4",2017-12-13,20171213,"december","2017"
"1772","September projection","Median1",2018-12-31,"2.1",2017-12-13,20171213,"december","2017"
"1773","September projection","Median1",2019-12-31,"2.7",2017-12-13,20171213,"december","2017"
"1774","September projection","Median1",2020-12-31,"2.9",2017-12-13,20171213,"december","2017"
"1775","September projection","Centraltendency2",2017-12-31,"1.1 - 1.4",2017-12-13,20171213,"december","2017"
"1776","September projection","Centraltendency2",2018-12-31,"1.9 - 2.4",2017-12-13,20171213,"december","2017"
"1777","September projection","Centraltendency2",2019-12-31,"2.4 - 3.1",2017-12-13,20171213,"december","2017"
"1778","September projection","Centraltendency2",2020-12-31,"2.5 - 3.5",2017-12-13,20171213,"december","2017"
"1779","September projection","Range3",2017-12-31,"1.1 - 1.6",2017-12-13,20171213,"december","2017"
"1780","September projection","Range3",2018-12-31,"1.1 - 2.6",2017-12-13,20171213,"december","2017"
"1781","September projection","Range3",2019-12-31,"1.1 - 3.4",2017-12-13,20171213,"december","2017"
"1782","September projection","Range3",2020-12-31,"1.1 - 3.9",2017-12-13,20171213,"december","2017"
"1783","Change in real GDP","Median1",2016-12-31,"2.2",2016-03-16,20160316,"mars","2016"
"1784","Change in real GDP","Median1",2017-12-31,"2.1",2016-03-16,20160316,"mars","2016"
"1785","Change in real GDP","Median1",2018-12-31,"2.0",2016-03-16,20160316,"mars","2016"
"1786","Change in real GDP","Centraltendency2",2016-12-31,"2.1 - 2.3",2016-03-16,20160316,"mars","2016"
"1787","Change in real GDP","Centraltendency2",2017-12-31,"2.0 - 2.3",2016-03-16,20160316,"mars","2016"
"1788","Change in real GDP","Centraltendency2",2018-12-31,"1.8 - 2.1",2016-03-16,20160316,"mars","2016"
"1789","Change in real GDP","Range3",2016-12-31,"1.9 - 2.5",2016-03-16,20160316,"mars","2016"
"1790","Change in real GDP","Range3",2017-12-31,"1.7 - 2.3",2016-03-16,20160316,"mars","2016"
"1791","Change in real GDP","Range3",2018-12-31,"1.8 - 2.3",2016-03-16,20160316,"mars","2016"
"1792","Change in real GDP",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1793","Change in real GDP",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1794","Change in real GDP",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1795","December projection","Median1",2016-12-31,"2.4",2016-03-16,20160316,"mars","2016"
"1796","December projection","Median1",2017-12-31,"2.2",2016-03-16,20160316,"mars","2016"
"1797","December projection","Median1",2018-12-31,"2.0",2016-03-16,20160316,"mars","2016"
"1798","December projection","Centraltendency2",2016-12-31,"2.3 - 2.5",2016-03-16,20160316,"mars","2016"
"1799","December projection","Centraltendency2",2017-12-31,"2.0 - 2.3",2016-03-16,20160316,"mars","2016"
"1800","December projection","Centraltendency2",2018-12-31,"1.8 - 2.2",2016-03-16,20160316,"mars","2016"
"1801","December projection","Range3",2016-12-31,"2.0 - 2.7",2016-03-16,20160316,"mars","2016"
"1802","December projection","Range3",2017-12-31,"1.8 - 2.5",2016-03-16,20160316,"mars","2016"
"1803","December projection","Range3",2018-12-31,"1.7 - 2.4",2016-03-16,20160316,"mars","2016"
"1804","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1805","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1806","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1807","Unemployment rate","Median1",2016-12-31,"4.7",2016-03-16,20160316,"mars","2016"
"1808","Unemployment rate","Median1",2017-12-31,"4.6",2016-03-16,20160316,"mars","2016"
"1809","Unemployment rate","Median1",2018-12-31,"4.5",2016-03-16,20160316,"mars","2016"
"1810","Unemployment rate","Centraltendency2",2016-12-31,"4.6 - 4.8",2016-03-16,20160316,"mars","2016"
"1811","Unemployment rate","Centraltendency2",2017-12-31,"4.5 - 4.7",2016-03-16,20160316,"mars","2016"
"1812","Unemployment rate","Centraltendency2",2018-12-31,"4.5 - 5.0",2016-03-16,20160316,"mars","2016"
"1813","Unemployment rate","Range3",2016-12-31,"4.5 - 4.9",2016-03-16,20160316,"mars","2016"
"1814","Unemployment rate","Range3",2017-12-31,"4.3 - 4.9",2016-03-16,20160316,"mars","2016"
"1815","Unemployment rate","Range3",2018-12-31,"4.3 - 5.0",2016-03-16,20160316,"mars","2016"
"1816","Unemployment rate",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1817","Unemployment rate",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1818","Unemployment rate",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1819","December projection","Median1",2016-12-31,"4.7",2016-03-16,20160316,"mars","2016"
"1820","December projection","Median1",2017-12-31,"4.7",2016-03-16,20160316,"mars","2016"
"1821","December projection","Median1",2018-12-31,"4.7",2016-03-16,20160316,"mars","2016"
"1822","December projection","Centraltendency2",2016-12-31,"4.6 - 4.8",2016-03-16,20160316,"mars","2016"
"1823","December projection","Centraltendency2",2017-12-31,"4.6 - 4.8",2016-03-16,20160316,"mars","2016"
"1824","December projection","Centraltendency2",2018-12-31,"4.6 - 5.0",2016-03-16,20160316,"mars","2016"
"1825","December projection","Range3",2016-12-31,"4.3 - 4.9",2016-03-16,20160316,"mars","2016"
"1826","December projection","Range3",2017-12-31,"4.5 - 5.0",2016-03-16,20160316,"mars","2016"
"1827","December projection","Range3",2018-12-31,"4.5 - 5.3",2016-03-16,20160316,"mars","2016"
"1828","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1829","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1830","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1831","PCE inflation","Median1",2016-12-31,"1.2",2016-03-16,20160316,"mars","2016"
"1832","PCE inflation","Median1",2017-12-31,"1.9",2016-03-16,20160316,"mars","2016"
"1833","PCE inflation","Median1",2018-12-31,"2.0",2016-03-16,20160316,"mars","2016"
"1834","PCE inflation","Centraltendency2",2016-12-31,"1.0 - 1.6",2016-03-16,20160316,"mars","2016"
"1835","PCE inflation","Centraltendency2",2017-12-31,"1.7 - 2.0",2016-03-16,20160316,"mars","2016"
"1836","PCE inflation","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-03-16,20160316,"mars","2016"
"1837","PCE inflation","Range3",2016-12-31,"1.0 - 1.6",2016-03-16,20160316,"mars","2016"
"1838","PCE inflation","Range3",2017-12-31,"1.6 - 2.0",2016-03-16,20160316,"mars","2016"
"1839","PCE inflation","Range3",2018-12-31,"1.8 - 2.0",2016-03-16,20160316,"mars","2016"
"1840","PCE inflation",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1841","PCE inflation",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1842","PCE inflation",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1843","December projection","Median1",2016-12-31,"1.6",2016-03-16,20160316,"mars","2016"
"1844","December projection","Median1",2017-12-31,"1.9",2016-03-16,20160316,"mars","2016"
"1845","December projection","Median1",2018-12-31,"2.0",2016-03-16,20160316,"mars","2016"
"1846","December projection","Centraltendency2",2016-12-31,"1.2 - 1.7",2016-03-16,20160316,"mars","2016"
"1847","December projection","Centraltendency2",2017-12-31,"1.8 - 2.0",2016-03-16,20160316,"mars","2016"
"1848","December projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2016-03-16,20160316,"mars","2016"
"1849","December projection","Range3",2016-12-31,"1.2 - 2.1",2016-03-16,20160316,"mars","2016"
"1850","December projection","Range3",2017-12-31,"1.7 - 2.0",2016-03-16,20160316,"mars","2016"
"1851","December projection","Range3",2018-12-31,"1.7 - 2.1",2016-03-16,20160316,"mars","2016"
"1852","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1853","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1854","December projection",NA,NA,NA,2016-03-16,20160316,"mars","2016"
"1855","Core PCE inflation4","Median1",2016-12-31,"1.6",2016-03-16,20160316,"mars","2016"
"1856","Core PCE inflation4","Median1",2017-12-31,"1.8",2016-03-16,20160316,"mars","2016"
"1857","Core PCE inflation4","Median1",2018-12-31,"2.0",2016-03-16,20160316,"mars","2016"
"1858","Core PCE inflation4","Centraltendency2",2016-12-31,"1.4 - 1.7",2016-03-16,20160316,"mars","2016"
