"date","LineDescription","rate"
"7846",2016-03-19,"Unemployment rate",4.9
"7847",2016-03-19,"Federal funds rate",0.38
"7848",2016-03-19,"Personal consumption expenditures (PCE)",0.69
"7849",2016-03-19,"PCE excluding food and energy",1.48
"7850",2016-03-19,"Gross domestic product (GDP)",2.2
"7851",2016-03-20,"Unemployment rate",4.9
"7852",2016-03-20,"Federal funds rate",0.38
"7853",2016-03-20,"Personal consumption expenditures (PCE)",0.69
"7854",2016-03-20,"PCE excluding food and energy",1.48
"7855",2016-03-20,"Gross domestic product (GDP)",2.2
"7856",2016-03-21,"Unemployment rate",4.9
"7857",2016-03-21,"Federal funds rate",0.38
"7858",2016-03-21,"Personal consumption expenditures (PCE)",0.69
"7859",2016-03-21,"PCE excluding food and energy",1.48
"7860",2016-03-21,"Gross domestic product (GDP)",2.2
"7861",2016-03-22,"Unemployment rate",4.9
"7862",2016-03-22,"Federal funds rate",0.38
"7863",2016-03-22,"Personal consumption expenditures (PCE)",0.69
"7864",2016-03-22,"PCE excluding food and energy",1.48
"7865",2016-03-22,"Gross domestic product (GDP)",2.2
"7866",2016-03-23,"Unemployment rate",4.9
"7867",2016-03-23,"Federal funds rate",0.38
"7868",2016-03-23,"Personal consumption expenditures (PCE)",0.69
"7869",2016-03-23,"PCE excluding food and energy",1.48
"7870",2016-03-23,"Gross domestic product (GDP)",2.2
"7871",2016-03-24,"Unemployment rate",4.9
"7872",2016-03-24,"Federal funds rate",0.38
"7873",2016-03-24,"Personal consumption expenditures (PCE)",0.69
"7874",2016-03-24,"PCE excluding food and energy",1.48
"7875",2016-03-24,"Gross domestic product (GDP)",2.2
"7876",2016-03-25,"Unemployment rate",4.9
"7877",2016-03-25,"Federal funds rate",0.38
"7878",2016-03-25,"Personal consumption expenditures (PCE)",0.69
"7879",2016-03-25,"PCE excluding food and energy",1.48
"7880",2016-03-25,"Gross domestic product (GDP)",2.2
"7881",2016-03-26,"Unemployment rate",4.9
"7882",2016-03-26,"Federal funds rate",0.38
"7883",2016-03-26,"Personal consumption expenditures (PCE)",0.69
"7884",2016-03-26,"PCE excluding food and energy",1.48
"7885",2016-03-26,"Gross domestic product (GDP)",2.2
"7886",2016-03-27,"Unemployment rate",4.9
"7887",2016-03-27,"Federal funds rate",0.38
"7888",2016-03-27,"Personal consumption expenditures (PCE)",0.69
"7889",2016-03-27,"PCE excluding food and energy",1.48
"7890",2016-03-27,"Gross domestic product (GDP)",2.2
"7891",2016-03-28,"Unemployment rate",4.9
"7892",2016-03-28,"Federal funds rate",0.38
"7893",2016-03-28,"Personal consumption expenditures (PCE)",0.69
"7894",2016-03-28,"PCE excluding food and energy",1.48
"7895",2016-03-28,"Gross domestic product (GDP)",2.2
"7896",2016-03-29,"Unemployment rate",4.9
"7897",2016-03-29,"Federal funds rate",0.38
"7898",2016-03-29,"Personal consumption expenditures (PCE)",0.69
"7899",2016-03-29,"PCE excluding food and energy",1.48
"7900",2016-03-29,"Gross domestic product (GDP)",2.2
"7901",2016-03-30,"Unemployment rate",4.9
"7902",2016-03-30,"Federal funds rate",0.38
"7903",2016-03-30,"Personal consumption expenditures (PCE)",0.69
"7904",2016-03-30,"PCE excluding food and energy",1.48
"7905",2016-03-30,"Gross domestic product (GDP)",2.2
"7906",2016-03-31,"Unemployment rate",5
"7907",2016-03-31,"Federal funds rate",0.38
"7908",2016-03-31,"Personal consumption expenditures (PCE)",0.66
"7909",2016-03-31,"PCE excluding food and energy",1.45
"7910",2016-03-31,"Gross domestic product (GDP)",1.8
"7911",2016-04-01,"Unemployment rate",5
"7912",2016-04-01,"Federal funds rate",0.38
"7913",2016-04-01,"Personal consumption expenditures (PCE)",0.66
"7914",2016-04-01,"PCE excluding food and energy",1.45
"7915",2016-04-01,"Gross domestic product (GDP)",1.8
"7916",2016-04-02,"Unemployment rate",5
"7917",2016-04-02,"Federal funds rate",0.38
"7918",2016-04-02,"Personal consumption expenditures (PCE)",0.66
"7919",2016-04-02,"PCE excluding food and energy",1.45
"7920",2016-04-02,"Gross domestic product (GDP)",1.8
"7921",2016-04-03,"Unemployment rate",5
"7922",2016-04-03,"Federal funds rate",0.38
"7923",2016-04-03,"Personal consumption expenditures (PCE)",0.66
"7924",2016-04-03,"PCE excluding food and energy",1.45
"7925",2016-04-03,"Gross domestic product (GDP)",1.8
"7926",2016-04-04,"Unemployment rate",5
"7927",2016-04-04,"Federal funds rate",0.38
"7928",2016-04-04,"Personal consumption expenditures (PCE)",0.66
"7929",2016-04-04,"PCE excluding food and energy",1.45
"7930",2016-04-04,"Gross domestic product (GDP)",1.8
"7931",2016-04-05,"Unemployment rate",5
"7932",2016-04-05,"Federal funds rate",0.38
"7933",2016-04-05,"Personal consumption expenditures (PCE)",0.66
"7934",2016-04-05,"PCE excluding food and energy",1.45
"7935",2016-04-05,"Gross domestic product (GDP)",1.8
"7936",2016-04-06,"Unemployment rate",5
"7937",2016-04-06,"Federal funds rate",0.38
"7938",2016-04-06,"Personal consumption expenditures (PCE)",0.66
"7939",2016-04-06,"PCE excluding food and energy",1.45
"7940",2016-04-06,"Gross domestic product (GDP)",1.8
"7941",2016-04-07,"Unemployment rate",5
"7942",2016-04-07,"Federal funds rate",0.38
"7943",2016-04-07,"Personal consumption expenditures (PCE)",0.66
"7944",2016-04-07,"PCE excluding food and energy",1.45
"7945",2016-04-07,"Gross domestic product (GDP)",1.8
"7946",2016-04-08,"Unemployment rate",5
"7947",2016-04-08,"Federal funds rate",0.38
"7948",2016-04-08,"Personal consumption expenditures (PCE)",0.66
"7949",2016-04-08,"PCE excluding food and energy",1.45
"7950",2016-04-08,"Gross domestic product (GDP)",1.8
"7951",2016-04-09,"Unemployment rate",5
"7952",2016-04-09,"Federal funds rate",0.38
"7953",2016-04-09,"Personal consumption expenditures (PCE)",0.66
"7954",2016-04-09,"PCE excluding food and energy",1.45
"7955",2016-04-09,"Gross domestic product (GDP)",1.8
"7956",2016-04-10,"Unemployment rate",5
"7957",2016-04-10,"Federal funds rate",0.38
"7958",2016-04-10,"Personal consumption expenditures (PCE)",0.66
"7959",2016-04-10,"PCE excluding food and energy",1.45
"7960",2016-04-10,"Gross domestic product (GDP)",1.8
"7961",2016-04-11,"Unemployment rate",5
"7962",2016-04-11,"Federal funds rate",0.38
"7963",2016-04-11,"Personal consumption expenditures (PCE)",0.66
"7964",2016-04-11,"PCE excluding food and energy",1.45
"7965",2016-04-11,"Gross domestic product (GDP)",1.8
"7966",2016-04-12,"Unemployment rate",5
"7967",2016-04-12,"Federal funds rate",0.38
"7968",2016-04-12,"Personal consumption expenditures (PCE)",0.66
"7969",2016-04-12,"PCE excluding food and energy",1.45
"7970",2016-04-12,"Gross domestic product (GDP)",1.8
"7971",2016-04-13,"Unemployment rate",5
"7972",2016-04-13,"Federal funds rate",0.38
"7973",2016-04-13,"Personal consumption expenditures (PCE)",0.66
"7974",2016-04-13,"PCE excluding food and energy",1.45
"7975",2016-04-13,"Gross domestic product (GDP)",1.8
"7976",2016-04-14,"Unemployment rate",5
"7977",2016-04-14,"Federal funds rate",0.38
"7978",2016-04-14,"Personal consumption expenditures (PCE)",0.66
"7979",2016-04-14,"PCE excluding food and energy",1.45
"7980",2016-04-14,"Gross domestic product (GDP)",1.8
"7981",2016-04-15,"Unemployment rate",5
"7982",2016-04-15,"Federal funds rate",0.38
"7983",2016-04-15,"Personal consumption expenditures (PCE)",0.66
"7984",2016-04-15,"PCE excluding food and energy",1.45
"7985",2016-04-15,"Gross domestic product (GDP)",1.8
"7986",2016-04-16,"Unemployment rate",5
"7987",2016-04-16,"Federal funds rate",0.38
"7988",2016-04-16,"Personal consumption expenditures (PCE)",0.66
"7989",2016-04-16,"PCE excluding food and energy",1.45
"7990",2016-04-16,"Gross domestic product (GDP)",1.8
"7991",2016-04-17,"Unemployment rate",5
"7992",2016-04-17,"Federal funds rate",0.38
"7993",2016-04-17,"Personal consumption expenditures (PCE)",0.66
"7994",2016-04-17,"PCE excluding food and energy",1.45
"7995",2016-04-17,"Gross domestic product (GDP)",1.8
"7996",2016-04-18,"Unemployment rate",5
"7997",2016-04-18,"Federal funds rate",0.38
"7998",2016-04-18,"Personal consumption expenditures (PCE)",0.66
"7999",2016-04-18,"PCE excluding food and energy",1.45
"8000",2016-04-18,"Gross domestic product (GDP)",1.8
"8001",2016-04-19,"Unemployment rate",5
"8002",2016-04-19,"Federal funds rate",0.38
"8003",2016-04-19,"Personal consumption expenditures (PCE)",0.66
"8004",2016-04-19,"PCE excluding food and energy",1.45
"8005",2016-04-19,"Gross domestic product (GDP)",1.8
"8006",2016-04-20,"Unemployment rate",5
"8007",2016-04-20,"Federal funds rate",0.38
"8008",2016-04-20,"Personal consumption expenditures (PCE)",0.66
"8009",2016-04-20,"PCE excluding food and energy",1.45
"8010",2016-04-20,"Gross domestic product (GDP)",1.8
"8011",2016-04-21,"Unemployment rate",5
"8012",2016-04-21,"Federal funds rate",0.38
"8013",2016-04-21,"Personal consumption expenditures (PCE)",0.66
"8014",2016-04-21,"PCE excluding food and energy",1.45
"8015",2016-04-21,"Gross domestic product (GDP)",1.8
"8016",2016-04-22,"Unemployment rate",5
"8017",2016-04-22,"Federal funds rate",0.38
"8018",2016-04-22,"Personal consumption expenditures (PCE)",0.66
"8019",2016-04-22,"PCE excluding food and energy",1.45
"8020",2016-04-22,"Gross domestic product (GDP)",1.8
"8021",2016-04-23,"Unemployment rate",5
"8022",2016-04-23,"Federal funds rate",0.38
"8023",2016-04-23,"Personal consumption expenditures (PCE)",0.66
"8024",2016-04-23,"PCE excluding food and energy",1.45
"8025",2016-04-23,"Gross domestic product (GDP)",1.8
"8026",2016-04-24,"Unemployment rate",5
"8027",2016-04-24,"Federal funds rate",0.38
"8028",2016-04-24,"Personal consumption expenditures (PCE)",0.66
"8029",2016-04-24,"PCE excluding food and energy",1.45
"8030",2016-04-24,"Gross domestic product (GDP)",1.8
"8031",2016-04-25,"Unemployment rate",5
"8032",2016-04-25,"Federal funds rate",0.38
"8033",2016-04-25,"Personal consumption expenditures (PCE)",0.66
"8034",2016-04-25,"PCE excluding food and energy",1.45
"8035",2016-04-25,"Gross domestic product (GDP)",1.8
"8036",2016-04-26,"Unemployment rate",5
"8037",2016-04-26,"Federal funds rate",0.38
"8038",2016-04-26,"Personal consumption expenditures (PCE)",0.66
"8039",2016-04-26,"PCE excluding food and energy",1.45
"8040",2016-04-26,"Gross domestic product (GDP)",1.8
"8041",2016-04-27,"Unemployment rate",5
"8042",2016-04-27,"Federal funds rate",0.38
"8043",2016-04-27,"Personal consumption expenditures (PCE)",0.66
"8044",2016-04-27,"PCE excluding food and energy",1.45
"8045",2016-04-27,"Gross domestic product (GDP)",1.8
"8046",2016-04-28,"Unemployment rate",5
"8047",2016-04-28,"Federal funds rate",0.38
"8048",2016-04-28,"Personal consumption expenditures (PCE)",0.66
"8049",2016-04-28,"PCE excluding food and energy",1.45
"8050",2016-04-28,"Gross domestic product (GDP)",1.8
"8051",2016-04-29,"Unemployment rate",5
"8052",2016-04-29,"Federal funds rate",0.38
"8053",2016-04-29,"Personal consumption expenditures (PCE)",0.66
"8054",2016-04-29,"PCE excluding food and energy",1.45
"8055",2016-04-29,"Gross domestic product (GDP)",1.8
"8056",2016-04-30,"Unemployment rate",5.1
"8057",2016-04-30,"Federal funds rate",0.38
"8058",2016-04-30,"Personal consumption expenditures (PCE)",0.92
"8059",2016-04-30,"PCE excluding food and energy",1.52
"8060",2016-04-30,"Gross domestic product (GDP)",1.8
"8061",2016-05-01,"Unemployment rate",5.1
"8062",2016-05-01,"Federal funds rate",0.38
"8063",2016-05-01,"Personal consumption expenditures (PCE)",0.92
"8064",2016-05-01,"PCE excluding food and energy",1.52
"8065",2016-05-01,"Gross domestic product (GDP)",1.8
"8066",2016-05-02,"Unemployment rate",5.1
"8067",2016-05-02,"Federal funds rate",0.38
"8068",2016-05-02,"Personal consumption expenditures (PCE)",0.92
"8069",2016-05-02,"PCE excluding food and energy",1.52
"8070",2016-05-02,"Gross domestic product (GDP)",1.8
"8071",2016-05-03,"Unemployment rate",5.1
"8072",2016-05-03,"Federal funds rate",0.38
"8073",2016-05-03,"Personal consumption expenditures (PCE)",0.92
"8074",2016-05-03,"PCE excluding food and energy",1.52
"8075",2016-05-03,"Gross domestic product (GDP)",1.8
"8076",2016-05-04,"Unemployment rate",5.1
"8077",2016-05-04,"Federal funds rate",0.38
"8078",2016-05-04,"Personal consumption expenditures (PCE)",0.92
"8079",2016-05-04,"PCE excluding food and energy",1.52
"8080",2016-05-04,"Gross domestic product (GDP)",1.8
"8081",2016-05-05,"Unemployment rate",5.1
"8082",2016-05-05,"Federal funds rate",0.38
"8083",2016-05-05,"Personal consumption expenditures (PCE)",0.92
"8084",2016-05-05,"PCE excluding food and energy",1.52
"8085",2016-05-05,"Gross domestic product (GDP)",1.8
"8086",2016-05-06,"Unemployment rate",5.1
"8087",2016-05-06,"Federal funds rate",0.38
"8088",2016-05-06,"Personal consumption expenditures (PCE)",0.92
"8089",2016-05-06,"PCE excluding food and energy",1.52
"8090",2016-05-06,"Gross domestic product (GDP)",1.8
"8091",2016-05-07,"Unemployment rate",5.1
"8092",2016-05-07,"Federal funds rate",0.38
"8093",2016-05-07,"Personal consumption expenditures (PCE)",0.92
"8094",2016-05-07,"PCE excluding food and energy",1.52
"8095",2016-05-07,"Gross domestic product (GDP)",1.8
"8096",2016-05-08,"Unemployment rate",5.1
"8097",2016-05-08,"Federal funds rate",0.38
"8098",2016-05-08,"Personal consumption expenditures (PCE)",0.92
"8099",2016-05-08,"PCE excluding food and energy",1.52
"8100",2016-05-08,"Gross domestic product (GDP)",1.8
"8101",2016-05-09,"Unemployment rate",5.1
"8102",2016-05-09,"Federal funds rate",0.38
"8103",2016-05-09,"Personal consumption expenditures (PCE)",0.92
"8104",2016-05-09,"PCE excluding food and energy",1.52
"8105",2016-05-09,"Gross domestic product (GDP)",1.8
"8106",2016-05-10,"Unemployment rate",5.1
"8107",2016-05-10,"Federal funds rate",0.38
"8108",2016-05-10,"Personal consumption expenditures (PCE)",0.92
"8109",2016-05-10,"PCE excluding food and energy",1.52
"8110",2016-05-10,"Gross domestic product (GDP)",1.8
"8111",2016-05-11,"Unemployment rate",5.1
"8112",2016-05-11,"Federal funds rate",0.38
"8113",2016-05-11,"Personal consumption expenditures (PCE)",0.92
"8114",2016-05-11,"PCE excluding food and energy",1.52
"8115",2016-05-11,"Gross domestic product (GDP)",1.8
"8116",2016-05-12,"Unemployment rate",5.1
"8117",2016-05-12,"Federal funds rate",0.38
"8118",2016-05-12,"Personal consumption expenditures (PCE)",0.92
"8119",2016-05-12,"PCE excluding food and energy",1.52
"8120",2016-05-12,"Gross domestic product (GDP)",1.8
"8121",2016-05-13,"Unemployment rate",5.1
"8122",2016-05-13,"Federal funds rate",0.38
"8123",2016-05-13,"Personal consumption expenditures (PCE)",0.92
"8124",2016-05-13,"PCE excluding food and energy",1.52
"8125",2016-05-13,"Gross domestic product (GDP)",1.8
"8126",2016-05-14,"Unemployment rate",5.1
"8127",2016-05-14,"Federal funds rate",0.38
"8128",2016-05-14,"Personal consumption expenditures (PCE)",0.92
"8129",2016-05-14,"PCE excluding food and energy",1.52
"8130",2016-05-14,"Gross domestic product (GDP)",1.8
"8131",2016-05-15,"Unemployment rate",5.1
"8132",2016-05-15,"Federal funds rate",0.38
"8133",2016-05-15,"Personal consumption expenditures (PCE)",0.92
"8134",2016-05-15,"PCE excluding food and energy",1.52
"8135",2016-05-15,"Gross domestic product (GDP)",1.8
"8136",2016-05-16,"Unemployment rate",5.1
"8137",2016-05-16,"Federal funds rate",0.38
"8138",2016-05-16,"Personal consumption expenditures (PCE)",0.92
"8139",2016-05-16,"PCE excluding food and energy",1.52
"8140",2016-05-16,"Gross domestic product (GDP)",1.8
"8141",2016-05-17,"Unemployment rate",5.1
"8142",2016-05-17,"Federal funds rate",0.38
"8143",2016-05-17,"Personal consumption expenditures (PCE)",0.92
"8144",2016-05-17,"PCE excluding food and energy",1.52
"8145",2016-05-17,"Gross domestic product (GDP)",1.8
"8146",2016-05-18,"Unemployment rate",5.1
"8147",2016-05-18,"Federal funds rate",0.38
"8148",2016-05-18,"Personal consumption expenditures (PCE)",0.92
"8149",2016-05-18,"PCE excluding food and energy",1.52
"8150",2016-05-18,"Gross domestic product (GDP)",1.8
"8151",2016-05-19,"Unemployment rate",5.1
"8152",2016-05-19,"Federal funds rate",0.38
"8153",2016-05-19,"Personal consumption expenditures (PCE)",0.92
"8154",2016-05-19,"PCE excluding food and energy",1.52
"8155",2016-05-19,"Gross domestic product (GDP)",1.8
"8156",2016-05-20,"Unemployment rate",5.1
"8157",2016-05-20,"Federal funds rate",0.38
"8158",2016-05-20,"Personal consumption expenditures (PCE)",0.92
"8159",2016-05-20,"PCE excluding food and energy",1.52
"8160",2016-05-20,"Gross domestic product (GDP)",1.8
"8161",2016-05-21,"Unemployment rate",5.1
"8162",2016-05-21,"Federal funds rate",0.38
"8163",2016-05-21,"Personal consumption expenditures (PCE)",0.92
"8164",2016-05-21,"PCE excluding food and energy",1.52
"8165",2016-05-21,"Gross domestic product (GDP)",1.8
"8166",2016-05-22,"Unemployment rate",5.1
"8167",2016-05-22,"Federal funds rate",0.38
"8168",2016-05-22,"Personal consumption expenditures (PCE)",0.92
"8169",2016-05-22,"PCE excluding food and energy",1.52
"8170",2016-05-22,"Gross domestic product (GDP)",1.8
"8171",2016-05-23,"Unemployment rate",5.1
"8172",2016-05-23,"Federal funds rate",0.38
"8173",2016-05-23,"Personal consumption expenditures (PCE)",0.92
"8174",2016-05-23,"PCE excluding food and energy",1.52
"8175",2016-05-23,"Gross domestic product (GDP)",1.8
"8176",2016-05-24,"Unemployment rate",5.1
"8177",2016-05-24,"Federal funds rate",0.38
"8178",2016-05-24,"Personal consumption expenditures (PCE)",0.92
"8179",2016-05-24,"PCE excluding food and energy",1.52
"8180",2016-05-24,"Gross domestic product (GDP)",1.8
"8181",2016-05-25,"Unemployment rate",5.1
"8182",2016-05-25,"Federal funds rate",0.38
"8183",2016-05-25,"Personal consumption expenditures (PCE)",0.92
"8184",2016-05-25,"PCE excluding food and energy",1.52
"8185",2016-05-25,"Gross domestic product (GDP)",1.8
"8186",2016-05-26,"Unemployment rate",5.1
"8187",2016-05-26,"Federal funds rate",0.38
"8188",2016-05-26,"Personal consumption expenditures (PCE)",0.92
"8189",2016-05-26,"PCE excluding food and energy",1.52
"8190",2016-05-26,"Gross domestic product (GDP)",1.8
"8191",2016-05-27,"Unemployment rate",5.1
"8192",2016-05-27,"Federal funds rate",0.38
"8193",2016-05-27,"Personal consumption expenditures (PCE)",0.92
"8194",2016-05-27,"PCE excluding food and energy",1.52
"8195",2016-05-27,"Gross domestic product (GDP)",1.8
"8196",2016-05-28,"Unemployment rate",5.1
"8197",2016-05-28,"Federal funds rate",0.38
"8198",2016-05-28,"Personal consumption expenditures (PCE)",0.92
"8199",2016-05-28,"PCE excluding food and energy",1.52
"8200",2016-05-28,"Gross domestic product (GDP)",1.8
"8201",2016-05-29,"Unemployment rate",5.1
