"variable","des","forecast_period","values","date"
"1986","Unemployment rate","Central tendency2","2020","4.0 - 4.5",20170920
"1987","Unemployment rate","Central tendency2","Longer run","4.5 - 4.8",20170920
"1988","Unemployment rate","Range3","2017","4.2 - 4.5",20170920
"1989","Unemployment rate","Range3","2018","3.9 - 4.5",20170920
"1990","Unemployment rate","Range3","2019","3.8 - 4.5",20170920
"1991","Unemployment rate","Range3","2020","3.8 - 4.8",20170920
"1992","Unemployment rate","Range3","Longer run","4.4 - 5.0",20170920
"1993","June projection","Median1","2017","4.3",20170920
"1994","June projection","Median1","2018","4.2",20170920
"1995","June projection","Median1","2019","4.2",20170920
"1996","June projection","Median1","2020","n.a.",20170920
"1997","June projection","Median1","Longer run","4.6",20170920
"1998","June projection","Central tendency2","2017","4.2 - 4.3",20170920
"1999","June projection","Central tendency2","2018","4.0 - 4.3",20170920
"2000","June projection","Central tendency2","2019","4.1 - 4.4",20170920
"2001","June projection","Central tendency2","2020","n.a.",20170920
"2002","June projection","Central tendency2","Longer run","4.5 - 4.8",20170920
"2003","June projection","Range3","2017","4.1 - 4.5",20170920
"2004","June projection","Range3","2018","3.9 - 4.5",20170920
"2005","June projection","Range3","2019","3.8 - 4.5",20170920
"2006","June projection","Range3","2020","n.a.",20170920
"2007","June projection","Range3","Longer run","4.5 - 5.0",20170920
"2008","PCE inflation","Median1","2017","1.6",20170920
"2009","PCE inflation","Median1","2018","1.9",20170920
"2010","PCE inflation","Median1","2019","2.0",20170920
"2011","PCE inflation","Median1","2020","2.0",20170920
"2012","PCE inflation","Median1","Longer run","2.0",20170920
"2013","PCE inflation","Central tendency2","2017","1.5 - 1.6",20170920
"2014","PCE inflation","Central tendency2","2018","1.8 - 2.0",20170920
"2015","PCE inflation","Central tendency2","2019","2.0",20170920
"2016","PCE inflation","Central tendency2","2020","2.0 - 2.1",20170920
"2017","PCE inflation","Central tendency2","Longer run","2.0",20170920
"2018","PCE inflation","Range3","2017","1.5 - 1.7",20170920
"2019","PCE inflation","Range3","2018","1.7 - 2.0",20170920
"2020","PCE inflation","Range3","2019","1.8 - 2.2",20170920
"2021","PCE inflation","Range3","2020","1.9 - 2.2",20170920
"2022","PCE inflation","Range3","Longer run","2.0",20170920
"2023","June projection","Median1","2017","1.6",20170920
"2024","June projection","Median1","2018","2.0",20170920
"2025","June projection","Median1","2019","2.0",20170920
"2026","June projection","Median1","2020","n.a.",20170920
"2027","June projection","Median1","Longer run","2.0",20170920
"2028","June projection","Central tendency2","2017","1.6 - 1.7",20170920
"2029","June projection","Central tendency2","2018","1.8 - 2.0",20170920
"2030","June projection","Central tendency2","2019","2.0 - 2.1",20170920
"2031","June projection","Central tendency2","2020","n.a.",20170920
"2032","June projection","Central tendency2","Longer run","2.0",20170920
"2033","June projection","Range3","2017","1.5 - 1.8",20170920
"2034","June projection","Range3","2018","1.7 - 2.1",20170920
"2035","June projection","Range3","2019","1.8 - 2.2",20170920
"2036","June projection","Range3","2020","n.a.",20170920
"2037","June projection","Range3","Longer run","2.0",20170920
"2038","Core PCE inflation4","Median1","2017","1.5",20170920
"2039","Core PCE inflation4","Median1","2018","1.9",20170920
"2040","Core PCE inflation4","Median1","2019","2.0",20170920
"2041","Core PCE inflation4","Median1","2020","2.0",20170920
"2042","Core PCE inflation4","Median1","Longer run","",20170920
"2043","Core PCE inflation4","Central tendency2","2017","1.5 - 1.6",20170920
"2044","Core PCE inflation4","Central tendency2","2018","1.8 - 2.0",20170920
"2045","Core PCE inflation4","Central tendency2","2019","2.0",20170920
"2046","Core PCE inflation4","Central tendency2","2020","2.0 - 2.1",20170920
"2047","Core PCE inflation4","Central tendency2","Longer run","",20170920
"2048","Core PCE inflation4","Range3","2017","1.4 - 1.7",20170920
"2049","Core PCE inflation4","Range3","2018","1.7 - 2.0",20170920
"2050","Core PCE inflation4","Range3","2019","1.8 - 2.2",20170920
"2051","Core PCE inflation4","Range3","2020","1.9 - 2.2",20170920
"2052","Core PCE inflation4","Range3","Longer run","",20170920
"2053","June projection","Median1","2017","1.7",20170920
"2054","June projection","Median1","2018","2.0",20170920
"2055","June projection","Median1","2019","2.0",20170920
"2056","June projection","Median1","2020","n.a.",20170920
"2057","June projection","Median1","Longer run","",20170920
"2058","June projection","Central tendency2","2017","1.6 - 1.7",20170920
"2059","June projection","Central tendency2","2018","1.8 - 2.0",20170920
"2060","June projection","Central tendency2","2019","2.0 - 2.1",20170920
"2061","June projection","Central tendency2","2020","n.a.",20170920
"2062","June projection","Central tendency2","Longer run","",20170920
"2063","June projection","Range3","2017","1.6 - 1.8",20170920
"2064","June projection","Range3","2018","1.7 - 2.1",20170920
"2065","June projection","Range3","2019","1.8 - 2.2",20170920
"2066","June projection","Range3","2020","n.a.",20170920
"2067","June projection","Range3","Longer run","",20170920
"2068","Memo: Projected appropriate policy path","Median1","2017","Memo: Projected appropriate policy path",20170920
"2069","Memo: Projected appropriate policy path","Median1","2018","Memo: Projected appropriate policy path",20170920
"2070","Memo: Projected appropriate policy path","Median1","2019","Memo: Projected appropriate policy path",20170920
"2071","Memo: Projected appropriate policy path","Median1","2020","Memo: Projected appropriate policy path",20170920
"2072","Memo: Projected appropriate policy path","Median1","Longer run","Memo: Projected appropriate policy path",20170920
"2073","Memo: Projected appropriate policy path","Central tendency2","2017","Memo: Projected appropriate policy path",20170920
"2074","Memo: Projected appropriate policy path","Central tendency2","2018","Memo: Projected appropriate policy path",20170920
"2075","Memo: Projected appropriate policy path","Central tendency2","2019","Memo: Projected appropriate policy path",20170920
"2076","Memo: Projected appropriate policy path","Central tendency2","2020","Memo: Projected appropriate policy path",20170920
"2077","Memo: Projected appropriate policy path","Central tendency2","Longer run","Memo: Projected appropriate policy path",20170920
"2078","Memo: Projected appropriate policy path","Range3","2017","Memo: Projected appropriate policy path",20170920
"2079","Memo: Projected appropriate policy path","Range3","2018","Memo: Projected appropriate policy path",20170920
"2080","Memo: Projected appropriate policy path","Range3","2019","Memo: Projected appropriate policy path",20170920
"2081","Memo: Projected appropriate policy path","Range3","2020","Memo: Projected appropriate policy path",20170920
"2082","Memo: Projected appropriate policy path","Range3","Longer run","Memo: Projected appropriate policy path",20170920
"2083","Federal funds rate","Median1","2017","1.4",20170920
"2084","Federal funds rate","Median1","2018","2.1",20170920
"2085","Federal funds rate","Median1","2019","2.7",20170920
"2086","Federal funds rate","Median1","2020","2.9",20170920
"2087","Federal funds rate","Median1","Longer run","2.8",20170920
"2088","Federal funds rate","Central tendency2","2017","1.1 - 1.4",20170920
"2089","Federal funds rate","Central tendency2","2018","1.9 - 2.4",20170920
"2090","Federal funds rate","Central tendency2","2019","2.4 - 3.1",20170920
"2091","Federal funds rate","Central tendency2","2020","2.5 - 3.5",20170920
"2092","Federal funds rate","Central tendency2","Longer run","2.5 - 3.0",20170920
"2093","Federal funds rate","Range3","2017","1.1 - 1.6",20170920
"2094","Federal funds rate","Range3","2018","1.1 - 2.6",20170920
"2095","Federal funds rate","Range3","2019","1.1 - 3.4",20170920
"2096","Federal funds rate","Range3","2020","1.1 - 3.9",20170920
"2097","Federal funds rate","Range3","Longer run","2.3 - 3.5",20170920
"2098","June projection","Median1","2017","1.4",20170920
"2099","June projection","Median1","2018","2.1",20170920
"2100","June projection","Median1","2019","2.9",20170920
"2101","June projection","Median1","2020","n.a.",20170920
"2102","June projection","Median1","Longer run","3.0",20170920
"2103","June projection","Central tendency2","2017","1.1 - 1.6",20170920
"2104","June projection","Central tendency2","2018","1.9 - 2.6",20170920
"2105","June projection","Central tendency2","2019","2.6 - 3.1",20170920
"2106","June projection","Central tendency2","2020","n.a.",20170920
"2107","June projection","Central tendency2","Longer run","2.8 - 3.0",20170920
"2108","June projection","Range3","2017","1.1 - 1.6",20170920
"2109","June projection","Range3","2018","1.1 - 3.1",20170920
"2110","June projection","Range3","2019","1.1 - 4.1",20170920
"2111","June projection","Range3","2020","n.a.",20170920
"2112","June projection","Range3","Longer run","2.5 - 3.5",20170920
"2113","Change in real GDP","Median1","2017","2.5",20171213
"2114","Change in real GDP","Median1","2018","2.5",20171213
"2115","Change in real GDP","Median1","2019","2.1",20171213
"2116","Change in real GDP","Median1","2020","2.0",20171213
"2117","Change in real GDP","Median1","Longer run","1.8",20171213
"2118","Change in real GDP","Central tendency2","2017","2.4 - 2.5",20171213
"2119","Change in real GDP","Central tendency2","2018","2.2 - 2.6",20171213
"2120","Change in real GDP","Central tendency2","2019","1.9 - 2.3",20171213
"2121","Change in real GDP","Central tendency2","2020","1.7 - 2.0",20171213
"2122","Change in real GDP","Central tendency2","Longer run","1.8 - 1.9",20171213
"2123","Change in real GDP","Range3","2017","2.4 - 2.6",20171213
"2124","Change in real GDP","Range3","2018","2.2 - 2.8",20171213
"2125","Change in real GDP","Range3","2019","1.7 - 2.4",20171213
"2126","Change in real GDP","Range3","2020","1.1 - 2.2",20171213
"2127","Change in real GDP","Range3","Longer run","1.7 - 2.2",20171213
"2128","September projection","Median1","2017","2.4",20171213
"2129","September projection","Median1","2018","2.1",20171213
"2130","September projection","Median1","2019","2.0",20171213
"2131","September projection","Median1","2020","1.8",20171213
"2132","September projection","Median1","Longer run","1.8",20171213
"2133","September projection","Central tendency2","2017","2.2 - 2.5",20171213
"2134","September projection","Central tendency2","2018","2.0 - 2.3",20171213
"2135","September projection","Central tendency2","2019","1.7 - 2.1",20171213
"2136","September projection","Central tendency2","2020","1.6 - 2.0",20171213
"2137","September projection","Central tendency2","Longer run","1.8 - 2.0",20171213
"2138","September projection","Range3","2017","2.2 - 2.7",20171213
"2139","September projection","Range3","2018","1.7 - 2.6",20171213
"2140","September projection","Range3","2019","1.4 - 2.3",20171213
"2141","September projection","Range3","2020","1.4 - 2.0",20171213
"2142","September projection","Range3","Longer run","1.5 - 2.2",20171213
"2143","Unemployment rate","Median1","2017","4.1",20171213
"2144","Unemployment rate","Median1","2018","3.9",20171213
"2145","Unemployment rate","Median1","2019","3.9",20171213
"2146","Unemployment rate","Median1","2020","4.0",20171213
"2147","Unemployment rate","Median1","Longer run","4.6",20171213
"2148","Unemployment rate","Central tendency2","2017","4.1",20171213
"2149","Unemployment rate","Central tendency2","2018","3.7 - 4.0",20171213
"2150","Unemployment rate","Central tendency2","2019","3.6 - 4.0",20171213
"2151","Unemployment rate","Central tendency2","2020","3.6 - 4.2",20171213
"2152","Unemployment rate","Central tendency2","Longer run","4.4 - 4.7",20171213
"2153","Unemployment rate","Range3","2017","4.1",20171213
"2154","Unemployment rate","Range3","2018","3.6 - 4.0",20171213
"2155","Unemployment rate","Range3","2019","3.5 - 4.2",20171213
"2156","Unemployment rate","Range3","2020","3.5 - 4.5",20171213
"2157","Unemployment rate","Range3","Longer run","4.3 - 5.0",20171213
"2158","September projection","Median1","2017","4.3",20171213
"2159","September projection","Median1","2018","4.1",20171213
"2160","September projection","Median1","2019","4.1",20171213
"2161","September projection","Median1","2020","4.2",20171213
"2162","September projection","Median1","Longer run","4.6",20171213
"2163","September projection","Central tendency2","2017","4.2 - 4.3",20171213
"2164","September projection","Central tendency2","2018","4.0 - 4.2",20171213
"2165","September projection","Central tendency2","2019","3.9 - 4.4",20171213
"2166","September projection","Central tendency2","2020","4.0 - 4.5",20171213
"2167","September projection","Central tendency2","Longer run","4.5 - 4.8",20171213
"2168","September projection","Range3","2017","4.2 - 4.5",20171213
"2169","September projection","Range3","2018","3.9 - 4.5",20171213
"2170","September projection","Range3","2019","3.8 - 4.5",20171213
"2171","September projection","Range3","2020","3.8 - 4.8",20171213
